,,,,,,,,,,Month,,,,,,,,,,,,
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Bucasia Beach,Not Active Total,,,,,,,,,,,,,4,,4
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Clifton Beach,Active,Clifton Beach Drum 19,Cairns,,,,,1,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Cooee Bay,Active,Cooee Bay Drum 14,Capricorn Coast,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Cylinder Beach,Active,Cylinder Beach Drum 22,Nth Stradbroke Is.,,1,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 5,Cairns,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 48,Capricorn Coast,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 1,Capricorn Coast,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Harbour Beach,Active,Harbour Beach Net 2,Mackay,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Lammermoor Beach,Active,Lammermoor Beach Drum 24,Capricorn Coast,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Nelly Bay,Active,Nelly Bay Drum 7,Townsville,,,,,,,,,1,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Pallarenda Beach,Active,Pallarenda Beach Drum 44,Townsville,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Palm Cove,Active,Palm Cove Drum 14,Cairns,,,,,1,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 26,Townsville,,,,,,,,1,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 28,Townsville,,,,,,1,1,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Radical Bay,Active Total,,,,,,,,1,1,1,,,,,3
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Net 3,Rainbow Beach,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 10,Gladstone,,,,,,,1,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,1,,1,,,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 12,Gladstone,,,,1,,,,,,,,1,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 2,Gladstone,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 3,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 5,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 7,Gladstone,,2,,,,,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 9,Gladstone,,,2,,,,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active Total,,,1,3,2,2,,,1,,,2,,1,12
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Yorkeys Knob,Active,Yorkeys Knob Drum 29,Cairns,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,3,4,2,2,3,1,2,1,1,5,8,2,34
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 8,Cairns,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Cooee Bay,Active,Cooee Bay Drum 16,Capricorn Coast,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 4,Cairns,,,,1,,,,,,,,1,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 48,Capricorn Coast,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Harbour Beach,Active,Harbour Beach Net 2,Mackay,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 35,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 34,Townsville,,,,,,,,,1,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Kemp Beach,Active,Kemp Beach Drum 30,Capricorn Coast,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 27,Townsville,,1,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 28,Townsville,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 30,Townsville,,,,,,,1,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Radical Bay,Active Total,,,,1,,,,,1,,,,,1,3
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Net 3,Rainbow Beach,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 10,Gladstone,,,1,1,,,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 12,Gladstone,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 5,Gladstone,,,,,,,,1,2,1,,,4
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 8,Gladstone,,,1,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active Total,,,,,2,1,,,,1,2,1,,1,8
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,The Strand,Active,The Strand Drum 46,Townsville,,,,,,,1,,,,,1,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead Total,,,,,1,1,2,2,,,2,1,3,3,5,5,25
Blacktip Reef Whaler,1-2m,Shark,Unknown,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 31,Townsville,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Unknown,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 4,Gladstone,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Unknown,< 2m,Dead Total,,,,,2,,,,,,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark Total,,,,,,,,6,5,4,4,3,1,4,2,4,8,13,7,61
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 9,Cairns,,,,,,,,,,1,,,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 5,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Main Beach,Active,Main Beach Net 1,Gold Coast,,1,,,,,,,,,,,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead Total,,,,,,1,,,,,,,,1,,1,3
Blacktip Reef Whaler,2-3m,Shark,Male,>= 2m,Dead,Blacks Beach,Active,Blacks Beach Drum 21,Mackay,,,,,,,,,,,1,,1
Blacktip Reef Whaler,2-3m,Shark Total,,,,,,,,,1,,,,,,,,1,1,1,4
Blacktip Reef Whaler Total,,,,,,,,,,10,19,9,8,3,3,5,2,6,13,20,10,108
Bull Ray,Non-shark,Other,Male,Non-shark,Alive,Rainbow Bay,Active,Rainbow Bay Drum 30,Gold Coast,1,,,,,,,,,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,,,,1,,,,,,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 41,Capricorn Coast,,,,1,,,,,,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,The Strand,Active,The Strand Drum 48,Townsville,,,,,,,,,1,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead Total,,,,,,,,2,,,,,1,,,,3
Bull Whaler,0-1m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,2,,,,,,,,,,,,2
Bull Whaler,0-1m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 42,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,0-1m,Shark,Male,< 2m,Dead Total,,,,,3,,,,,,,,,,,,3
Bull Whaler,0-1m,Shark,Unknown,< 2m,Dead,Caloundra,Active,Caloundra Net 11,Sunshine Coast South & Bribie Island,,,1,,,,,,,,,,1
Bull Whaler,0-1m,Shark Total,,,,,,,,3,,1,2,,,,,1,,,,7
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Alexandra Headland,Active,Alexandra Headland Net 7,Sunshine Coast South & Bribie Island,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Coolangatta Beach,Active,Coolangatta Beach Net 11,Gold Coast,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Surfers Paradise Beach,Active,Surfers Paradise Beach Net 2,Gold Coast,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Tallebudgera Beach,Active,Tallebudgera Beach Net 7,Gold Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,The Strand,Active,The Strand Drum 54,Townsville,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Wurtulla,Active,Wurtulla Net 10,Sunshine Coast South & Bribie Island,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive Total,,,,,,,1,,,4,,,,1,,,6
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Alexandra Headland,Active,Alexandra Headland Net 8,Sunshine Coast South & Bribie Island,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Amity Point,Active,Amity Point Drum 1,Nth Stradbroke Is.,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Bargara,Active,Bargara Drum 9,Bundaberg,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Blacks Beach,Active,Blacks Beach Drum 21,Mackay,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Bucasia Beach,Active,Bucasia Beach Drum 2,Mackay,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Caloundra,Active,Caloundra Net 11,Sunshine Coast South & Bribie Island,,,,,,,,1,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Cooee Bay,Active,Cooee Bay Drum 12,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Cooee Bay,Active,Cooee Bay Drum 14,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Cooee Bay,Active Total,,,,,1,,,,,,,,1,,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 3,Cairns,,,,,1,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 48,Capricorn Coast,,,,,,,,,,1,1,,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,,,,,,,,,1,4,,5
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active Total,,,,,,,,,,,,2,6,,8
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 2,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 43,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 44,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 46,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Fishermans Beach,Active Total,,,,1,,,,,,,,,2,,3
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Florence Bay,Active,Florence Bay Drum 22,Townsville,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Florence Bay,Active,Florence Bay Drum 24,Townsville,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Florence Bay,Active Total,,,1,,,,,,,,,,,1,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Harbour Beach,Active,Harbour Beach Net 2,Mackay,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 34,Cairns,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Kellys Beach,Active,Kellys Beach Drum 13,Bundaberg,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Main Beach,Active,Main Beach Net 1,Gold Coast,,,,2,,,,,,,,,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 34,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 36,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 37,Capricorn Coast,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach,Active Total,,,,,,1,,,,,,2,,,3
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 28,Townsville,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Rainbow Bay,Active,Rainbow Bay Drum 31,Gold Coast,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Drum 11,Rainbow Beach,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 1,Gladstone,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 4,Gladstone,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active Total,,,,1,,,,,,,,,,1,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,The Strand,Active,The Strand Drum 46,Townsville,,,,,,,,1,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,The Strand,Active,The Strand Drum 49,Townsville,,,,,,,,,1,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,The Strand,Active Total,,,,,,,,,,1,1,,,,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Yorkeys Knob,Active,Yorkeys Knob Drum 29,Cairns,,,,1,1,,,,,,,,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Yorkeys Knob,Active,Yorkeys Knob Drum 30,Cairns,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Yorkeys Knob,Active Total,,,,,,2,1,,,,,,,,3
Bull Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,1,3,2,9,2,3,,2,1,5,12,2,42
Bull Whaler,1-2m,Shark,Female,< 2m Total,,,,,,1,3,3,9,2,7,,2,1,6,12,2,48
Bull Whaler,1-2m,Shark,Male,< 2m,Alive,Buchans Point Beach,Active,Buchans Point Beach Drum 8,Cairns,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Alive,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Alive Total,,,,,,1,,,,1,,,,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Alma Bay,Active,Alma Bay Drum 19,Townsville,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Alma Bay,Active,Alma Bay Drum 20,Townsville,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Alma Bay,Active Total,,,,,1,,,,,,,1,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Bucasia Beach,Active,Bucasia Beach Drum 2,Mackay,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 8,Cairns,,,,,,,,1,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 3,Cairns,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 48,Capricorn Coast,,,1,,,,,,,,,1,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 53,Capricorn Coast,1,,1,,,,,,,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active Total,,,1,,2,,,,,,,,,1,4
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 4,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 43,Capricorn Coast,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 44,Capricorn Coast,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Fishermans Beach,Active Total,,,,,,,,,,,,,,2,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 33,Townsville,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 39,Townsville,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Horseshoe Bay,Active Total,,,,,,,,,,,,,,2,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Lamberts Beach,Active,Lamberts Beach Drum 26,Mackay,1,1,,,,,,,,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 33,Capricorn Coast,,,,,,,1,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 34,Capricorn Coast,,1,,1,,,,,,1,,,3
