,,,,,,,,,,Month,,,,,,,,,,,,
Blacktip Reef Whaler,0-1m,Shark,Unknown,< 2m,Dead,Kellys Beach,Active,Kellys Beach Drum 17,Bundaberg,,,,,,,,,,,,1,1
Blacktip Reef Whaler,0-1m,Shark Total,,,,,,,,1,,,,,,,1,,,2,4,8
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Eimeo Beach,Active,Eimeo Beach Drum 14,Mackay,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 5,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 35,Cairns,,,,,,,,,,,1,1,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Neilson Park,Active,Neilson Park Drum 8,Bundaberg,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Nelly Bay,Active,Nelly Bay Drum 11,Townsville,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Picnic Bay,Active,Picnic Bay Drum 2,Townsville,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 14,Gladstone,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 19,Gladstone,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 3,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active Total,,,2,,,,,,,,,1,,,3
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,2,,,,,,,,,3,1,4,10
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Harbour Beach,Not Active,Harbour Beach Drum 0,Mackay,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 34,Cairns,,,,,,,,1,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 36,Cairns,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Holloways Beach,Active Total,,,1,,,,,,,1,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Lammermoor Beach,Active,Lammermoor Beach Drum 18,Capricorn Coast,,,,,1,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 36,Capricorn Coast,,,1,,,1,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Net 2,Rainbow Beach,,,,,,,,,,2,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tallebudgera Beach,Not Active,Tallebudgera Beach Net 0,Gold Coast,,,,,,1,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 1,Gladstone,,2,,,,,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 10,Gladstone,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Not Active Total,,,,2,,,,,,,,,1,,3
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead Total,,,,,1,2,1,,1,2,,1,,3,1,,12
Blacktip Reef Whaler,1-2m,Shark Total,,,,,,,,3,2,1,,1,2,,1,,6,2,4,22
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Alive,Rainbow Beach,Active,Rainbow Beach Net 2,Rainbow Beach,,,1,,,,,,,,,,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Cylinder Beach,Active,Cylinder Beach Drum 14,Nth Stradbroke Is.,,1,,,,,,,,,,,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach,Active,Eimeo Beach Drum 16,Mackay,,,,,,,,,,1,,,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Harbour Beach,Active,Harbour Beach Net 1,Mackay,,,,1,,,,,,,,,1
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead Total,,,,,,1,,1,,,,,,1,,,3
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m Total,,,,,,,1,1,1,,,,,,1,,,4
Blacktip Reef Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,1,,,,,,,,,1,,,2
Blacktip Reef Whaler,2-3m,Shark,Male,>= 2m,Dead,Harbour Beach,Active,Harbour Beach Net 1,Mackay,,,,,,,,,,,,1,1
Blacktip Reef Whaler,2-3m,Shark,Male,>= 2m,Dead Total,,,,,1,,,,,,,,,1,,1,3
Blacktip Reef Whaler,2-3m,Shark Total,,,,,,,,1,1,1,1,,,,,,2,,1,7
Blacktip Reef Whaler Total,,,,,,,,,,5,3,2,1,1,2,,2,,8,4,9,37
Bonita,Non-shark,Other,Unknown,Non-shark,Dead,Tallebudgera Beach,Not Active,Tallebudgera Beach Net 0,Gold Coast,,,,,,1,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Female,Non-shark,Dead,Currumbin Beach,Not Active,Currumbin Beach Net 8,Gold Coast,,,,1,,,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Female,Non-shark,Dead,Noosa,Active,Noosa Net 1,Sunshine Coast North,1,,,,,,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Female,Non-shark,Dead Total,,,,,1,,,1,,,,,,,,,2
Bottlenose Dolphin,Non-shark,Mammal,Male,Non-shark,Dead,Noosa,Active,Noosa Net 1,Sunshine Coast North,1,,,,,,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal Total,,,,,,,,2,,,1,,,,,,,,,3
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Cooee Bay,Active,Cooee Bay Drum 15,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,0-1m,Shark,Male,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 5,Cairns,,,,,1,,,,,,,,1
Bull Whaler,0-1m,Shark,Unknown,< 2m,Dead,Caloundra,Not Active,Caloundra Net 0,Sunshine Coast South & Bribie Island,,,,,1,,,,,,,,1
Bull Whaler,0-1m,Shark Total,,,,,,,,,,,,2,,,,,,1,,3
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Amity Point,Not Active,Amity Point Drum 3,Nth Stradbroke Is.,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 2,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Fishermans Beach,Not Active,Fishermans Beach Drum 0,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Maroochydore Beach,Active,Maroochydore Beach Net 5,Sunshine Coast North,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 35,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach,Not Active,Mulambin Beach Drum 0,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Mulambin Beach Total,,,,,1,,,,,,,,1,,,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Noosa,Active,Noosa Drum 3,Sunshine Coast North,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 17,Gladstone,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 2,Gladstone,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 7,Gladstone,,,,,,,,1,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Not Active Total,,,1,,,,,1,,1,,,,,3
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,The Strand,Active,The Strand Drum 49,Townsville,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,The Strand,Active,The Strand Drum 52,Townsville,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,The Strand,Active Total,,,,1,,,,,,,,,,1,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,1,3,1,1,,2,,1,,2,1,1,13
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,,,,,1,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 8,Cairns,,,,,,,,1,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Caloundra,Not Active,Caloundra Net 0,Sunshine Coast South & Bribie Island,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,,,,,,,,,,,,2,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 43,Capricorn Coast,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Kemp Beach,Active,Kemp Beach Drum 30,Capricorn Coast,,,,,,,,,1,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Lammermoor Beach,Active,Lammermoor Beach Drum 23,Capricorn Coast,,,,,,,,,1,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Lammermoor Beach,Not Active,Lammermoor Beach Drum 0,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Lammermoor Beach Total,,,,,1,,,,,,,1,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 35,Capricorn Coast,,,1,,,,,,1,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach,Not Active,Mulambin Beach Drum 0,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach Total,,,,,1,1,,,,,,1,,,,3
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 39,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,1,,,,,,,1,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 42,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active Total,,,,,1,1,,,,,,,2,,4
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,The Strand,Active,The Strand Drum 51,Townsville,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead Total,,,,,1,2,3,2,1,,,1,3,,2,2,17
Bull Whaler,1-2m,Shark Total,,,,,,,,2,5,4,3,1,2,,2,3,2,3,3,30
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Blacks Beach,Active,Blacks Beach Drum 20,Mackay,,,,,,,,1,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Kirra Beach,Not Active,Kirra Beach Net 0,Gold Coast,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Rainbow Beach,Active,Rainbow Beach Net 3,Rainbow Beach,,,,,,1,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive Total,,,,,,,,1,,1,,1,,,,,3
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Alma Bay,Active,Alma Bay Drum 19,Townsville,,,,,,,,,,,,1,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bilinga Beach,Not Active,Bilinga Beach Net 0,Gold Coast,,,,,,,1,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Blacks Beach,Not Active,Blacks Beach Drum 0,Mackay,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bucasia Beach,Active,Bucasia Beach Drum 1,Mackay,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,,,,,,,,,,1,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,,,,,,,,,1,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bucasia Beach,Not Active Total,,,,,,,,,,,,1,1,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bucasia Beach Total,,,,,,,1,,,,,,1,1,,3
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach,Not Active,Eimeo Beach Drum 0,Mackay,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 1,Cairns,,,,,,1,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Emu Park,Active,Emu Park Drum 52,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Emu Park,Active Total,,,,,1,,,,,,,,1,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 47,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Harbour Beach,Active,Harbour Beach Net 2,Mackay,,,,,1,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 34,Townsville,,,,,,,1,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 35,Townsville,,,,,,1,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Horseshoe Bay,Active Total,,,,,,,,1,1,,,,,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Kemp Beach,Active,Kemp Beach Drum 28,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Lammermoor Beach,Active,Lammermoor Beach Drum 20,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 35,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Noosa,Active,Noosa Net 1,Sunshine Coast North,,,,,,1,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Palm Cove,Active,Palm Cove Drum 10,Cairns,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Staghorn Ave,Not Active,Staghorn Ave Drum 8,Gold Coast,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tanby Point,Active,Tanby Point Drum 39,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tanby Point,Active,Tanby Point Drum 41,Capricorn Coast,,,,,,,,,,,1,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tanby Point,Active Total,,,1,,1,,,,,,,,1,,3
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 17,Gladstone,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 2,Gladstone,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tannum Sands,Not Active,Tannum Sands Drum 7,Gladstone,,,,,,,,1,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Tannum Sands,Not Active Total,,,,1,,1,,,,1,,,,,3
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead Total,,,,,5,2,3,3,1,3,2,1,,1,4,1,26
Bull Whaler,2-3m,Shark,Female,>= 2m Total,,,,,,5,2,3,4,1,4,2,2,,1,4,1,29
Bull Whaler,2-3m,Shark,Male,>= 2m,Alive,Horseshoe Bay,Active,Horseshoe Bay Drum 33,Townsville,,,,,,,,,,1,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Alive,Noosa,Active,Noosa Net 2,Sunshine Coast North,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Alive Total,,,,,1,,,,,,,,,1,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Blacks Beach,Not Active,Blacks Beach Drum 0,Mackay,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach,Active,Bucasia Beach Drum 1,Mackay,1,,,,1,,,,,,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,,,,,,,,,,,,1,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach Total,,,,1,,,,1,,,,,,,1,3
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Emu Park,Not Active,Emu Park Drum 0,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Emu Park Total,,,,,2,,,,,,,,,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Fishermans Beach,Active,Fishermans Beach Drum 47,Capricorn Coast,,,2,,,,,,,,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 31,Townsville,,,,,,,,,1,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Kemp Beach,Not Active,Kemp Beach Drum 0,Capricorn Coast,,2,,,,,,,,,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Lamberts Beach,Not Active,Lamberts Beach Drum 0,Mackay,,,,,1,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 34,Capricorn Coast,,,,,,,,,1,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 35,Capricorn Coast,,1,,,1,,,,,,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Mulambin Beach,Active Total,,,,1,,,1,,,,1,,,,3
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Radical Bay,Active,Radical Bay Drum 26,Townsville,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Tallebudgera Beach,Not Active,Tallebudgera Beach Net 7,Gold Coast,,,,,,,,,,,1,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Tanby Point,Active,Tanby Point Drum 39,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Tanby Point,Active,Tanby Point Drum 42,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Tanby Point,Active Total,,,,,1,,,,,,,1,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Unknown,Not Active,Unknown Drum 12,Gladstone,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead Total,,,,,1,6,4,1,3,,,,2,1,1,1,20
Bull Whaler,2-3m,Shark,Male,>= 2m Total,,,,,,2,6,4,1,3,,,,2,2,1,1,22
Bull Whaler,2-3m,Shark Total,,,,,,,,7,8,7,5,4,4,2,2,2,3,5,2,51
Bull Whaler Total,,,,,,,,,,9,13,11,8,7,6,2,4,5,5,9,5,84
Catfish,Non-shark,Other,Unknown,Non-shark,Dead,Pallarenda Beach,Active,Pallarenda Beach Drum 45,Townsville,,,1,,,,,,,,,,1
Common Blacktip Wha,1-2m,Shark,Male,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 32,Townsville,,,,1,,,,,,,,,1
Common Blacktip Wha,1-2m,Shark,Male,< 2m,Dead,Pallarenda Beach,Active,Pallarenda Beach Drum 44,Townsville,,,1,,,,,,,,,,1
Common Blacktip Wha,1-2m,Shark,Male,< 2m,Dead Total,,,,,,,1,1,,,,,,,,,2
Common Dolphin,Non-shark,Mammal,Female,Non-shark,Dead,Main Beach,Not Active,Main Beach Net 1,Gold Coast,,,,,,,,,,,1,,1
Common Dolphin,Non-shark,Mammal,Female,Non-shark,Dead,Marcoola Beach,Active,Marcoola Beach Net 4,Sunshine Coast North,,,,,,,,,1,,,,1
Common Dolphin,Non-shark,Mammal,Female,Non-shark,Dead,Wurtulla,Active,Wurtulla Net 10,Sunshine Coast South & Bribie Island,,,1,,,,,,,,,,1
Common Dolphin,Non-shark,Mammal,Female,Non-shark,Dead Total,,,,,,,1,,,,,,1,,1,,3
Common Dolphin,Non-shark,Mammal,Unknown,Non-shark,Alive,Surfers Paradise Beach,Not Active,Surfers Paradise Beach Net 2,Gold Coast,,,,,,,,,,1,,,1
Common Dolphin,Non-shark,Mammal,Unknown,Non-shark,Dead,Burleigh Beach,Active,Burleigh Beach Net 6,Gold Coast,,,,,,,,,,,1,,1
Common Dolphin,Non-shark,Mammal,Unknown,Non-shark,Dead,Currumbin Beach,Not Active,Currumbin Beach Net 8,Gold Coast,,,,,,,,,,,1,,1
Common Dolphin,Non-shark,Mammal,Unknown,Non-shark,Dead,Wurtulla,Active,Wurtulla Net 10,Sunshine Coast South & Bribie Island,,,1,,,,,,,,,,1
Common Dolphin,Non-shark,Mammal,Unknown,Non-shark,Dead Total,,,,,,,1,,,,,,,,2,,3
Common Dolphin,Non-shark,Mammal,Unknown,Non-shark Total,,,,,,,,1,,,,,,,1,2,,4
Common Dolphin,Non-shark,Mammal Total,,,,,,,,,,2,,,,,,1,1,3,,7
Cownose Ray,Non-shark,Other,Female,Non-shark,Alive,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,,,,,,,,,,,,1,1
Cownose Ray,Non-shark,Other,Female,Non-shark,Alive,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,,1,1,,,,,,,,2
Cownose Ray,Non-shark,Other,Female,Non-shark,Alive,Bucasia Beach,Not Active Total,,,,,,1,1,,,,,,,1,3
Cownose Ray,Non-shark,Other,Male,Non-shark,Alive,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,,,,,,1,,,,,1
Cownose Ray,Non-shark,Other,Male,Non-shark,Alive,Tallebudgera Beach,Not Active,Tallebudgera Beach Net 0,Gold Coast,,,1,,,,,,,,,,1
Cownose Ray,Non-shark,Other,Male,Non-shark,Alive Total,,,,,,,1,,,,,1,,,,,2
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,,,,,,,,,,,1,,1
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,1,,,,,,4,,,,,5
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Bucasia Beach,Not Active Total,,,,1,,,,,,4,,,1,,6
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Burleigh Beach,Active,Burleigh Beach Net 6,Gold Coast,,,,,,,,1,,,,,1
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Coolangatta Beach,Not Active,Coolangatta Beach Net 11,Gold Coast,,,,,1,,,1,,1,,,3
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Currumbin Beach,Not Active,Currumbin Beach Net 0,Gold Coast,3,,1,,,,,,,,,,4
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Currumbin Beach,Not Active,Currumbin Beach Net 8,Gold Coast,,,,,,,1,,,,,,1
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Currumbin Beach,Not Active Total,,,3,,1,,,,1,,,,,,5
Cownose Ray,Non-shark,Other,Unknown,Non-shark,Alive,Rainbow Beach,Active,Rainbow Beach Net 2,Rainbow Beach,,,,,,1,,,,,,,1
