,,,,,,,,,,Month,,,,,,,,,,,,
SpeciesName,LengthRange,SpeciesGroup,Gender,LengthCategory,Fate,Beach,GearStatus,GearName,Area,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Grand Total
Aust Sharpnose Shark,0-1m,Shark,Female,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,,1,,,,,,,,1
Australian Blacktip,0-1m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 2,Gladstone,,,,,,,,,,,1,,1
Australian Blacktip,0-1m,Shark,Male,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 9,Cairns,1,,,,,,,,,,,,1
Australian Blacktip,0-1m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,,,,,,,,,,,1,1
Australian Blacktip,0-1m,Shark,Male,< 2m,Dead Total,,,,,1,,,,,,,,,,,1,2
Australian Blacktip,0-1m,Shark Total,,,,,,,,1,,,,,,,,,,1,1,3
Australian Hb Dolphin,Non-shark,Mammal,Male,Non-shark,Dead,Noosa,Active,Noosa Net 2,Sunshine Coast North,,,,1,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Blacks Beach,Active,Blacks Beach Drum 21,Mackay,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 1,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Harbour Beach,Active,Harbour Beach Net 1,Mackay,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,South Lamberts,Active,South Lamberts Drum 35,Mackay,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,,,,,,,,,,,1,3,4
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Harbour Beach,Active,Harbour Beach Net 2,Mackay,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Net 3,Rainbow Beach,,,1,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,,,,,,,1,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 7,Gladstone,,,,,,,,,1,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 9,Gladstone,,,,,,,,,1,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active Total,,,,,,,,,,1,2,,,,3
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead Total,,,,,,,1,,,,,1,2,,,1,5
Blacktip Reef Whaler,1-2m,Shark Total,,,,,,,,,,1,,,,,1,2,,1,4,9
Bottlenose Dolphin,Non-shark,Mammal,Male,Non-shark,Dead,Noosa,Active,Noosa Net 1,Sunshine Coast North,,,,,,1,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Male,Non-shark,Dead,Rainbow Beach,Active,Rainbow Beach Net 1,Rainbow Beach,,,,,,,,,,1,,,1
Bottlenose Dolphin,Non-shark,Mammal,Male,Non-shark,Dead,Wurtulla,Active,Wurtulla Net 10,Sunshine Coast South & Bribie Island,,1,,,,,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Male,Non-shark,Dead Total,,,,,,1,,,,1,,,,1,,,3
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Cooee Bay,Active,Cooee Bay Drum 13,Capricorn Coast,,,,1,,,,,,,,,1
